ID,TEMP,REL HUMIDITY,DEW POINT,CO2,CH4,SO2,NH3,O3,O2,PM 2_5,PM_10,Avg_AQI
13333,26.19,67.51,16.9,4.8975,4.5416,0.63,4.32,1.1741,0.0271,0.4493,141,29.18773333
13334,26.19,67.51,16.9,4.901,4.5431,0.64,4.07,1.1762,0.0271,0.4482,142,29.29951111
13335,26.18,67.47,16.89,4.9227,4.5411,0.59,4.25,1.1748,0.0271,0.4488,142,29.29494444
13336,26.19,67.48,16.9,4.8957,4.5463,0.62,4.21,1.1762,0.0273,0.4505,142,29.29622222
13337,26.19,67.48,16.9,4.924,4.5421,0.61,4.28,1.176,0.0273,0.4409,143,29.40892222
13338,26.2,67.48,16.9,4.901,4.5413,0.61,4.44,1.1752,0.0271,0.4583,143,29.40921111
13339,26.2,67.48,16.9,4.9035,4.5421,0.66,4.36,1.1765,0.0273,0.4456,143,29.40833333
13340,26.2,67.48,16.9,4.8238,4.5396,0.7,4.34,1.1765,0.0271,0.4442,143,29.39902222
13341,26.18,67.47,16.89,4.9224,4.5401,0.69,4.49,1.1769,0.027,0.4405,144,29.51632222
13342,26.2,67.48,16.9,4.899,4.5432,0.62,4.57,1.1781,0.0271,0.4397,144,29.51856667
13343,26.2,67.48,16.9,4.9232,4.5585,0.59,4.23,1.1776,0.0273,0.441,144,29.52306667
13344,26.2,67.51,16.91,4.9182,4.5223,0.62,4.48,1.1788,0.0273,0.4501,143,29.41296667
13345,26.19,67.48,16.9,4.9011,4.5406,0.64,4.27,1.1773,0.0273,0.4452,143,29.40683333
13346,26.21,67.48,16.91,4.9054,4.5414,0.59,4.31,1.179,0.027,0.449,143,29.41131111
13347,26.22,67.48,16.92,4.915,4.544,0.61,4.38,1.1784,0.0271,0.4447,142,29.30324444
13348,26.2,67.48,16.9,4.897,4.5399,0.63,4.29,1.178,0.0273,0.437,141,29.18435556
13349,26.19,67.48,16.9,4.9203,4.552,0.67,4.28,1.178,0.027,0.4447,141,29.188
13350,26.18,67.47,16.89,4.8995,4.5406,0.63,4.39,1.1771,0.0271,0.4543,140,29.07095556
13351,26.2,67.48,16.9,4.9091,4.5417,0.61,4.13,1.1764,0.0273,0.4486,139,28.96478889
13352,26.17,67.47,16.88,4.8876,4.5068,0.67,4.11,1.1749,0.0273,0.4498,139,28.95182222
13353,26.18,67.5,16.89,4.8979,4.5445,0.64,4.45,1.1753,0.0271,0.4475,139,28.96247778
13354,26.19,67.48,16.9,4.902,4.5459,0.63,4.53,1.1756,0.0271,0.4402,138,28.8512
13355,26.2,67.48,16.9,4.9018,4.5442,0.65,4.23,1.1775,0.0273,0.4407,138,28.85238889
13356,26.18,67.47,16.89,4.9038,4.5415,0.65,4.17,1.1768,0.0271,0.4405,138,28.84774444
13357,26.19,67.45,16.89,4.9007,4.5415,0.67,4.18,1.1765,0.0271,0.4397,138,28.84616667
13358,26.2,67.48,16.9,4.8991,4.5454,0.65,4.21,1.1781,0.0273,0.4494,138,28.85325556
13359,26.2,67.48,16.9,4.9202,4.5332,0.55,4.25,1.1766,0.0273,0.4474,138,28.85385556
13360,26.19,67.48,16.9,4.9078,4.5245,0.58,4.13,1.1765,0.0272,0.4409,139,28.96076667
13361,26.19,67.48,16.9,4.9004,4.5458,0.64,4.17,1.1759,0.0273,0.4529,139,28.96358889
13362,26.18,67.47,16.89,4.9152,4.6027,0.62,4.22,1.1781,0.0271,0.4531,139,28.96846667
13363,26.2,67.48,16.9,4.8996,4.5452,0.63,4.23,1.1769,0.0273,0.4377,139,28.96296667
13364,26.2,67.45,16.9,4.8835,4.5402,0.61,4.29,1.1796,0.0271,0.4371,139,28.9575
13365,26.2,67.45,16.9,4.9005,4.5436,0.63,4.68,1.1767,0.0272,0.4499,140,29.07198889
13366,26.2,67.45,16.9,4.9038,4.5454,0.62,4.14,1.1778,0.0271,0.4562,141,29.18447778
13367,26.2,67.45,16.9,4.8977,4.5445,0.62,4.14,1.1762,0.0273,0.4487,142,29.29382222
13368,26.2,67.45,16.9,4.9017,4.5493,0.59,4.39,1.1764,0.0272,0.4399,142,29.29383333
13369,26.2,67.48,16.9,4.9025,4.5349,0.56,4.34,1.1778,0.0272,0.44,143,29.40693333
13370,26.2,67.45,16.9,4.9006,4.541,0.63,4.06,1.1757,0.0272,0.4444,143,29.40432222
13371,26.19,67.45,16.89,4.9029,4.5467,0.67,4.8,1.175,0.0273,0.4438,144,29.51396667
13372,26.2,67.45,16.9,4.925,4.5989,0.51,4.31,1.1754,0.0271,0.4495,145,29.63621111
13373,26.19,67.45,16.89,4.9267,4.5614,0.56,4.34,1.1784,0.0272,0.4508,146,29.74161111
13374,26.2,67.45,16.9,4.8982,4.5387,0.59,4.19,1.1777,0.0273,0.439,146,29.73676667
13375,26.2,67.45,16.9,4.9104,4.5438,0.61,4.23,1.1761,0.0271,0.4489,146,29.73958889
13376,26.19,67.45,16.89,4.9249,4.5202,0.61,4.32,1.176,0.0273,0.444,146,29.73582222
13377,26.21,67.45,16.91,4.9065,4.5366,0.64,4.44,1.1766,0.0273,0.4504,146,29.74082222
13378,26.2,67.42,16.89,4.884,4.5294,0.6,4.15,1.1767,0.0272,0.4515,146,29.73097778
13379,26.21,67.45,16.91,4.9033,4.5464,0.59,4.26,1.1762,0.0273,0.4402,147,29.85148889
13380,26.2,67.45,16.9,4.9242,4.5429,0.62,4.27,1.1768,0.0272,0.4345,147,29.85062222
13381,26.2,67.45,16.9,4.9023,4.5424,0.64,4.38,1.1753,0.0273,0.4552,147,29.85027778
13382,26.2,67.42,16.89,4.8996,4.5524,0.62,4.32,1.1767,0.0271,0.439,147,29.84497778
13383,26.21,67.42,16.9,4.9239,4.5469,0.61,4.32,1.1772,0.0272,0.4412,147,29.8496
13384,26.2,67.42,16.89,4.9229,4.5426,0.68,4.37,1.1788,0.027,0.4402,147,29.84683333
13385,26.19,67.42,16.88,4.8845,4.5281,0.69,4.32,1.1777,0.0272,0.4405,148,29.94977778
13386,26.2,67.42,16.89,4.9015,4.546,0.59,4.37,1.1794,0.0273,0.4399,148,29.95601111
13387,26.2,67.42,16.89,4.9008,4.5453,0.63,4.26,1.178,0.0271,0.4414,148,29.95584444
13388,26.18,67.41,16.87,4.8934,4.5424,0.53,4.19,1.1774,0.0273,0.4404,149,30.0601
13389,26.2,67.42,16.89,4.9241,4.5428,0.58,4.45,1.1792,0.0272,0.4418,149,30.06945556
13390,26.21,67.42,16.9,4.9224,4.5495,0.57,4.3,1.1778,0.0271,0.4454,149,30.07246667
13391,26.19,67.42,16.88,4.9212,4.5439,0.69,4.01,1.1783,0.0271,0.4539,149,30.06826667
13392,26.2,67.42,16.89,4.8964,4.5391,0.7,4.07,1.1785,0.0273,0.4433,149,30.06606667
13393,26.2,67.42,16.89,4.8998,4.5436,0.58,4.37,1.178,0.0273,0.4347,150,30.17704444
13394,26.2,67.42,16.89,4.8988,4.5448,0.58,4.07,1.1798,0.0272,0.4518,150,30.17915556
13395,26.21,67.39,16.89,4.9212,4.5367,0.64,4.07,1.1788,0.027,0.4402,150,30.1771
13396,26.2,67.42,16.89,4.8971,4.542,0.64,4.04,1.1782,0.0272,0.4395,150,30.17711111
13397,26.2,67.42,16.89,4.8943,4.5412,0.66,4.26,1.1775,0.0272,0.4494,150,30.17773333
13398,26.22,67.42,16.91,4.904,4.5245,0.59,4.26,1.1765,0.0273,0.4397,150,30.18022222
13399,26.21,67.42,16.9,4.9263,4.5403,0.65,4.09,1.1774,0.0273,0.4539,149,30.0728
13400,26.2,67.42,16.89,4.9029,4.5415,0.61,4.36,1.1779,0.0272,0.4398,149,30.06658889
13401,26.2,67.42,16.89,4.8918,4.5411,0.64,4.06,1.179,0.0273,0.4353,148,29.95383333
13402,26.21,67.39,16.89,4.9281,4.5394,0.63,4.3,1.178,0.0272,0.4378,147,29.8445
13403,26.2,67.42,16.89,4.9051,4.5401,0.61,4.32,1.1783,0.0273,0.4412,146,29.73355556
13404,26.2,67.39,16.89,4.8828,4.5489,0.63,4.13,1.1788,0.0272,0.4414,145,29.61767778
13405,26.2,67.39,16.89,4.9191,4.5505,0.63,4.4,1.178,0.0271,0.4455,144,29.51113333
13406,26.19,67.39,16.88,4.916,4.5424,0.61,4.13,1.1779,0.0272,0.4393,143,29.39586667
13407,26.19,67.42,16.88,4.8987,4.5387,0.58,4.17,1.1778,0.0272,0.4398,143,29.39691111
13408,26.21,67.39,16.89,4.9018,4.546,0.56,4.34,1.177,0.0272,0.4557,142,29.28863333
13409,26.21,67.39,16.89,4.8982,4.5424,0.58,4.51,1.1772,0.0273,0.4453,142,29.28671111
13410,26.21,67.39,16.89,4.8894,4.5426,0.68,4.31,1.1766,0.0272,0.4494,142,29.28613333
13411,26.2,67.39,16.89,4.9269,4.5382,0.59,4.3,1.1769,0.0271,0.4399,142,29.28766667
13412,26.2,67.42,16.89,4.9055,4.5427,0.67,4.13,1.1784,0.0273,0.4433,143,29.4008
13413,26.21,67.39,16.89,4.9273,4.5328,0.64,4.28,1.1771,0.0269,0.4374,143,29.39905556
13414,26.2,67.39,16.89,4.9218,4.5361,0.7,4.28,1.1779,0.0272,0.4399,145,29.62032222
13415,26.19,67.39,16.88,4.9047,4.5419,0.61,4.4,1.1771,0.0272,0.4349,147,29.83842222
13416,26.18,67.38,16.87,4.8938,4.5413,0.62,4.28,1.1739,0.0273,0.4398,148,29.94512222
13417,26.19,67.39,16.88,4.9024,4.5445,0.62,4.21,1.1763,0.0272,0.4453,149,30.06174444
13418,26.19,67.39,16.88,4.9015,4.5391,0.57,4.38,1.1762,0.0273,0.4461,151,30.28335556
13419,26.19,67.42,16.88,4.8919,4.5439,0.69,4.19,1.1771,0.0273,0.4388,152,30.39655556
13420,26.19,67.39,16.88,4.8983,4.5427,0.63,4.34,1.176,0.0273,0.4439,153,30.50535556
13421,26.19,67.39,16.88,4.9135,4.5612,0.57,4.25,1.1777,0.0271,0.4348,154,30.61936667
13422,26.2,67.42,16.89,4.9031,4.5371,0.6,4.15,1.176,0.0271,0.4446,154,30.62198889
13423,26.19,67.42,16.88,4.8916,4.5409,0.66,4.13,1.1766,0.0272,0.4496,154,30.61954444
13424,26.2,67.39,16.89,4.9217,4.5403,0.58,4.4,1.178,0.0272,0.4467,153,30.51043333
13425,26.2,67.39,16.89,4.9013,4.5431,0.72,4.3,1.1776,0.0271,0.4447,153,30.5082
13426,26.2,67.39,16.89,4.9233,4.5396,0.67,4.32,1.1766,0.0273,0.4399,152,30.39852222
13427,26.19,67.39,16.88,4.896,4.5363,0.65,4.34,1.177,0.0272,0.4423,152,30.3932
13428,26.19,67.39,16.88,4.9208,4.6055,0.63,4.42,1.1779,0.027,0.4427,152,30.40376667
13429,26.18,67.38,16.87,4.9004,4.5472,0.62,4.36,1.1792,0.0273,0.4504,151,30.28161111
13430,26.2,67.39,16.89,4.8863,4.5418,0.65,4.35,1.1776,0.0273,0.4397,151,30.28363333
13431,26.2,67.42,16.89,4.8987,4.5422,0.64,4.31,1.1773,0.0273,0.4542,151,30.28996667
13432,26.2,67.42,16.89,4.8994,4.5428,0.62,4.22,1.1769,0.0272,0.4454,150,30.17796667
13433,26.2,67.39,16.89,4.9173,4.5445,0.59,4.34,1.1785,0.0273,0.4442,150,30.17686667
13434,26.18,67.38,16.87,4.897,4.544,0.61,4.26,1.1774,0.0273,0.4536,150,30.16992222
13435,26.19,67.39,16.88,4.9244,4.5547,0.64,4.07,1.1776,0.0272,0.44,150,30.17598889
13436,26.19,67.39,16.88,4.8978,4.5405,0.65,4.28,1.178,0.0273,0.4492,150,30.17253333
13437,26.2,67.39,16.89,4.9602,4.5428,0.6,4.2,1.1794,0.0272,0.4379,149,30.06972222
13438,26.19,67.42,16.88,4.8965,4.5416,0.62,4.32,1.1788,0.0273,0.4454,148,29.95328889
13439,26.19,67.42,16.88,4.8953,4.5447,0.62,4.39,1.1783,0.0273,0.4502,148,29.95397778
13440,26.18,67.41,16.87,4.9035,4.5453,0.61,4.46,1.1801,0.0273,0.4492,148,29.95171111
13441,26.19,67.39,16.88,4.9185,4.5368,0.53,4.14,1.1788,0.0272,0.4455,147,29.84075556
13442,26.19,67.42,16.88,4.9015,4.5416,0.64,4.09,1.1781,0.0273,0.4479,146,29.73182222
13443,26.18,67.38,16.87,4.9104,4.5468,0.56,4.26,1.1782,0.0273,0.4418,146,29.72605556
13444,26.19,67.42,16.88,4.9002,4.5426,0.56,4.24,1.1768,0.0272,0.4423,146,29.73101111
13445,26.2,67.42,16.89,4.9233,4.6029,0.6,4.39,1.1758,0.0272,0.4418,147,29.85344444
13446,26.18,67.38,16.87,4.8977,4.5368,0.62,4.01,1.1771,0.0272,0.4467,147,29.83505556
13447,26.18,67.38,16.87,4.9209,4.5609,0.63,4.27,1.178,0.0271,0.4546,148,29.95238889
13448,26.19,67.42,16.88,4.8991,4.5421,0.59,4.05,1.1777,0.0273,0.4515,149,30.0653
13449,26.19,67.42,16.88,4.8947,4.5415,0.65,4.31,1.1779,0.0271,0.44,151,30.28568889
13450,26.19,67.39,16.88,4.8959,4.5446,0.61,4.18,1.1785,0.0273,0.4423,151,30.28317778
13451,26.18,67.38,16.87,4.8886,4.5436,0.63,4.46,1.1774,0.0273,0.4487,152,30.39062222
13452,26.19,67.39,16.88,4.8856,4.5365,0.57,4.2,1.1751,0.0271,0.4572,151,30.28238889
13453,26.18,67.38,16.87,4.9261,4.5467,0.57,4.24,1.1748,0.0271,0.4492,152,30.39487778
13454,26.18,67.38,16.87,4.9011,4.5367,0.55,4.22,1.176,0.0273,0.4486,152,30.39107778
13455,26.19,67.39,16.88,4.894,4.5404,0.69,4.3,1.1768,0.0271,0.4443,151,30.28251111
13456,26.19,67.39,16.88,4.9022,4.5437,0.55,4.14,1.1782,0.0272,0.4496,150,30.17343333
13457,26.18,67.38,16.87,4.8841,4.5326,0.61,4.52,1.1785,0.0273,0.4492,149,30.05574444
13458,26.18,67.38,16.87,4.9045,4.5425,0.63,4.49,1.1793,0.0271,0.4488,148,29.94802222
13459,26.18,67.35,16.86,4.9061,4.6041,0.62,4.26,1.1797,0.0273,0.4415,147,29.83874444
13460,26.17,67.38,16.86,4.923,4.5418,0.64,4.19,1.1771,0.0272,0.4343,147,29.83482222
13461,26.17,67.38,16.86,4.9084,4.5499,0.57,4.47,1.1768,0.0272,0.4491,147,29.83571111
13462,26.18,67.38,16.87,4.9238,4.5472,0.69,4.31,1.1786,0.0273,0.4395,147,29.83848889
13463,26.18,67.38,16.87,4.899,4.5417,0.59,4.36,1.1792,0.0272,0.4548,147,29.83687778
13464,26.18,67.38,16.87,4.9107,4.6049,0.55,4.1,1.1788,0.0272,0.445,146,29.73295556
13465,26.18,67.32,16.86,4.9023,4.5402,0.65,4.51,1.1782,0.0272,0.4442,147,29.82801111
13466,26.18,67.35,16.86,4.9218,4.5342,0.61,4.4,1.1784,0.0272,0.4454,147,29.833
13467,26.17,67.35,16.86,4.908,4.545,0.69,4.39,1.1777,0.0273,0.4474,147,29.83171111
13468,26.18,67.38,16.87,4.9148,4.5395,0.66,4.11,1.1775,0.0272,0.4578,147,29.83853333
13469,26.18,67.35,16.86,4.9039,4.5479,0.6,4.05,1.1781,0.0273,0.4398,147,29.83188889
13470,26.18,67.35,16.86,4.897,4.5431,0.66,4.34,1.178,0.0272,0.44,147,29.83058889
13471,26.18,67.38,16.87,4.9024,4.5469,0.72,4.18,1.1796,0.0273,0.4386,146,29.72497778
13472,26.18,67.35,16.86,4.8862,4.5408,0.65,4.32,1.1782,0.0271,0.4494,145,29.60796667
13473,26.17,67.35,16.86,4.9251,4.4729,0.66,4.35,1.1765,0.0271,0.4552,144,29.49297778
13474,26.18,67.35,16.86,4.8954,4.5437,0.68,4.4,1.1759,0.0273,0.447,144,29.4977
13475,26.18,67.35,16.86,4.8993,4.5452,0.67,4.5,1.1761,0.0273,0.4409,143,29.38653333
13476,26.17,67.35,16.86,4.9236,4.5622,0.66,4.05,1.1785,0.027,0.4399,142,29.27902222
13477,26.18,67.35,16.86,4.9056,4.5354,0.63,4.34,1.1795,0.0272,0.4447,141,29.16471111
13478,26.17,67.35,16.86,4.9075,4.5468,0.61,4.3,1.179,0.0273,0.4578,141,29.16648889
13479,26.16,67.35,16.85,4.9063,4.55,0.57,4.42,1.1788,0.027,0.4555,141,29.16417778
13480,26.17,67.35,16.86,4.884,4.5493,0.65,4.4,1.1781,0.0273,0.4462,140,29.05165556
13481,26.18,67.32,16.86,4.9261,4.5314,0.62,4.36,1.1769,0.0271,0.4458,139,28.94081111
13482,26.18,67.32,16.86,4.9212,4.5486,0.6,4.18,1.1775,0.027,0.4422,139,28.94183333
13483,26.18,67.32,16.86,4.9241,4.547,0.64,4.25,1.178,0.0272,0.4393,139,28.94173333
13484,26.18,67.32,16.86,4.9035,4.5353,0.58,4.14,1.1766,0.0273,0.4419,139,28.93828889
13485,26.18,67.32,16.86,4.898,4.5174,0.65,4.34,1.1773,0.0271,0.4539,139,28.93707778
13486,26.19,67.32,16.87,4.9004,4.5452,0.64,4.24,1.1795,0.0272,0.4392,139,28.94127778
13487,26.19,67.32,16.87,4.9094,4.5499,0.69,4.41,1.1779,0.0272,0.4534,139,28.9442
13488,26.18,67.32,16.86,4.9047,4.5383,0.61,4.25,1.1778,0.0275,0.4393,140,29.04973333
13489,26.18,67.32,16.86,4.894,4.5424,0.6,4.44,1.1777,0.0272,0.4458,140,29.04967778
13490,26.17,67.32,16.85,4.8976,4.5415,0.59,4,1.1789,0.0273,0.4511,140,29.04848889
13491,26.19,67.32,16.87,4.9041,4.5413,0.66,4.19,1.1767,0.0271,0.4507,141,29.16443333
13492,26.18,67.29,16.85,4.9237,4.5614,0.6,4.22,1.177,0.0273,0.4463,142,29.27285556
13493,26.18,67.26,16.85,4.905,4.5388,0.55,4.25,1.178,0.0272,0.4509,142,29.26554444
13494,26.19,67.26,16.85,4.9053,4.5341,0.61,4.33,1.178,0.0272,0.441,143,29.37617778
13495,26.19,67.29,16.86,4.8959,4.5433,0.59,4.3,1.178,0.0273,0.4467,144,29.49235556
13496,26.19,67.29,16.86,4.9234,4.5407,0.57,4.15,1.1778,0.0273,0.4401,144,29.49436667
13497,26.18,67.29,16.85,4.8991,4.5443,0.6,4.32,1.1791,0.0271,0.4561,144,29.49174444
13498,26.18,67.29,16.85,4.8848,4.5228,0.65,4.2,1.1789,0.0273,0.4486,145,29.59804444
13499,26.17,67.29,16.84,4.9244,4.5439,0.58,4.2,1.1774,0.0273,0.4439,145,29.60187778
13500,26.17,67.29,16.84,4.9606,4.5569,0.58,4.12,1.1781,0.0273,0.4401,145,29.607
13501,26.17,67.29,16.84,4.9041,4.5429,0.58,4.16,1.1773,0.0272,0.4495,145,29.60011111
13502,26.18,67.26,16.85,4.9245,4.5472,0.58,4.3,1.1778,0.0273,0.4497,145,29.60183333
13503,26.18,67.26,16.85,4.9505,4.5354,0.65,4.1,1.1775,0.0273,0.4418,145,29.6025
13504,26.2,67.3,16.87,4.899,4.5424,0.52,4.3,1.1777,0.0273,0.4393,145,29.60618889
13505,26.18,67.26,16.85,4.9056,4.5462,0.65,4.25,1.1783,0.0273,0.4496,144,29.48855556
13506,26.19,67.23,16.85,4.9039,4.5496,0.64,4.45,1.1801,0.0273,0.4412,144,29.48578889
13507,26.18,67.23,16.84,4.8959,4.5425,0.64,4.41,1.1796,0.0272,0.4349,144,29.48112222
13508,26.18,67.26,16.85,4.9194,4.5399,0.65,4.18,1.1794,0.0273,0.4425,144,29.48872222
13509,26.18,67.23,16.84,4.9092,4.541,0.64,4.49,1.1792,0.0273,0.4404,143,29.3719
13510,26.18,67.23,16.84,4.9046,4.542,0.59,4.02,1.1798,0.0272,0.4411,143,29.37163333
13511,26.19,67.26,16.85,4.8985,4.5438,0.65,4.22,1.1802,0.0273,0.444,143,29.37708889
13512,26.18,67.26,16.85,4.9015,4.5475,0.61,4.43,1.1783,0.0271,0.4342,143,29.3754
13513,26.18,67.26,16.85,4.904,4.5403,0.7,4.26,1.1788,0.0273,0.4408,142,29.26457778
13514,26.18,67.26,16.85,4.8974,4.5474,0.69,4.28,1.1799,0.0271,0.4537,142,29.26616667
13515,26.18,67.29,16.85,4.9009,4.5474,0.6,4.42,1.1771,0.0272,0.4461,142,29.26874444
13516,26.16,67.26,16.83,4.9031,4.5369,0.63,4.27,1.1773,0.0273,0.4393,142,29.25932222
13517,26.16,67.29,16.84,4.8993,4.5504,0.65,4.44,1.1773,0.0272,0.4484,142,29.26584444
13518,26.17,67.26,16.84,4.9071,4.5469,0.64,4.26,1.1768,0.0272,0.44,142,29.26311111
13519,26.17,67.26,16.84,4.925,4.542,0.63,4.38,1.1752,0.027,0.4514,141,29.15451111
13520,26.17,67.26,16.84,4.9058,4.5441,0.65,4.23,1.1771,0.0272,0.4544,141,29.15317778
13521,26.17,67.26,16.84,4.9193,4.5499,0.71,4.2,1.176,0.0272,0.4417,141,29.15378889
13522,26.18,67.26,16.85,4.9013,4.544,0.65,4.26,1.1762,0.0272,0.4401,141,29.1532
13523,26.16,67.26,16.83,4.8978,4.5462,0.61,4.3,1.177,0.0273,0.4391,140,29.03748889
13524,26.17,67.26,16.84,4.9095,4.5454,0.58,3.97,1.1792,0.0272,0.4494,140,29.0423
13525,26.17,67.26,16.84,4.8996,4.5492,0.67,4.15,1.1782,0.0272,0.4403,140,29.0405
13526,26.16,67.26,16.83,4.9256,4.6074,0.59,4.26,1.1786,0.0271,0.4389,140,29.04751111
13527,26.16,67.26,16.83,4.9047,4.5391,0.62,4.22,1.1787,0.0271,0.4398,140,29.03771111
13528,26.15,67.26,16.82,4.8924,4.5441,0.66,4.39,1.1797,0.0272,0.4415,140,29.03498889
13529,26.16,67.26,16.83,4.8982,4.5407,0.59,4.26,1.1796,0.0273,0.4394,140,29.03724444
13530,26.17,67.26,16.84,4.8829,4.5412,0.61,4.34,1.1773,0.027,0.4491,140,29.03861111
13531,26.16,67.26,16.83,4.8889,4.5435,0.65,4.12,1.1769,0.0272,0.4489,141,29.14837778
13532,26.16,67.26,16.83,4.8971,4.5442,0.68,4.24,1.1788,0.0271,0.4547,142,29.26132222
13533,26.16,67.29,16.84,4.8973,4.5376,0.59,4.19,1.1773,0.0272,0.4429,143,29.3747
13534,26.16,67.29,16.84,4.8988,4.5508,0.58,4.48,1.1772,0.0271,0.4486,143,29.37694444
13535,26.15,67.29,16.83,4.9042,4.5432,0.6,4.38,1.1777,0.0271,0.445,144,29.48524444
13536,26.14,67.29,16.82,4.9006,4.5442,0.64,4.16,1.178,0.0272,0.449,146,29.70544444
13537,26.17,67.26,16.84,4.9043,4.5412,0.58,4.51,1.1768,0.0274,0.4442,146,29.7071
13538,26.17,67.26,16.84,4.9188,4.5323,0.57,4.3,1.1776,0.027,0.4344,147,29.81778889
13539,26.18,67.26,16.85,4.884,4.5431,0.55,4.34,1.1776,0.0272,0.4443,148,29.92957778
13540,26.17,67.26,16.84,4.8956,4.5409,0.64,4.3,1.1802,0.0273,0.4486,148,29.92917778
13541,26.16,67.23,16.83,4.9023,4.5391,0.61,4.33,1.1773,0.0273,0.4393,148,29.92281111
13542,26.17,67.23,16.83,4.9272,4.5987,0.62,4.3,1.1756,0.0271,0.449,148,29.93417778
13543,26.15,67.23,16.82,4.9168,4.6053,0.62,4.33,1.1765,0.0271,0.4351,147,29.81786667
13544,26.17,67.26,16.84,4.8929,4.544,0.59,4.26,1.1769,0.0273,0.4459,147,29.81744444
13545,26.16,67.26,16.83,4.906,4.5468,0.59,4.2,1.1775,0.0273,0.4432,146,29.70564444
13546,26.15,67.26,16.82,4.9015,4.5413,0.7,4.36,1.1751,0.0273,0.4434,145,29.59095556
13547,26.17,67.26,16.84,4.8924,4.5434,0.59,4.21,1.1748,0.0271,0.4395,145,29.59413333
13548,26.16,67.26,16.83,4.9129,4.5516,0.66,4.11,1.1768,0.0271,0.4374,144,29.48397778
13549,26.17,67.23,16.83,4.8433,4.498,0.64,4.19,1.1762,0.0271,0.4369,144,29.46794444
13550,26.16,67.23,16.83,4.8831,4.5332,0.62,4.47,1.1759,0.0273,0.4489,143,29.36537778
13551,26.18,67.26,16.85,4.9204,4.5439,0.67,4.31,1.178,0.0271,0.4532,143,29.37917778
13552,26.16,67.23,16.83,4.9002,4.5429,0.64,4.08,1.1777,0.0271,0.4489,144,29.47964444
13553,26.18,67.23,16.84,4.8975,4.5428,0.61,4.07,1.1749,0.0272,0.458,144,29.48337778
13554,26.18,67.23,16.84,4.9248,4.5459,0.66,4.24,1.1756,0.0273,0.4569,145,29.59783333
13555,26.18,67.23,16.84,4.896,4.535,0.64,4.2,1.1764,0.0271,0.4451,145,29.59217778
13556,26.18,67.23,16.84,4.901,4.5414,0.62,4.36,1.1765,0.0273,0.4487,145,29.59387778
13557,26.17,67.23,16.83,4.8984,4.5374,0.61,4.24,1.1772,0.0271,0.4487,145,29.59097778
13558,26.18,67.23,16.84,4.8962,4.5474,0.6,4.58,1.1759,0.0273,0.4361,145,29.59254444
13559,26.17,67.23,16.83,4.9164,4.56,0.56,4.15,1.1766,0.0271,0.437,146,29.70523333
13560,26.18,67.23,16.84,4.9006,4.5464,0.59,4.23,1.1775,0.0273,0.4501,146,29.70576667
13561,26.18,67.2,16.83,4.8986,4.5454,0.64,4.33,1.1763,0.0273,0.4396,145,29.58857778
13562,26.18,67.2,16.83,4.8836,4.5374,0.59,4.26,1.1761,0.0272,0.4357,145,29.58555556
13563,26.18,67.2,16.83,4.8956,4.5363,0.67,4.3,1.1764,0.0272,0.4433,144,29.47653333
13564,26.17,67.2,16.83,4.9249,4.541,0.64,4.19,1.1777,0.0271,0.4483,143,29.36877778
13565,26.18,67.2,16.83,4.907,4.5455,0.66,4.19,1.1768,0.0272,0.4367,143,29.36702222
13566,26.18,67.2,16.83,4.8999,4.5408,0.65,4.4,1.1752,0.0271,0.4448,142,29.25531111
13567,26.17,67.2,16.83,4.898,4.5448,0.61,4.23,1.1762,0.0271,0.4487,141,29.14386667
13568,26.18,67.2,16.83,4.8949,4.539,0.63,4.21,1.1781,0.0273,0.4507,140,29.03333333
13569,26.18,67.2,16.83,4.9211,4.5385,0.61,4.29,1.179,0.0272,0.4471,139,28.92476667
13570,26.18,67.2,16.83,4.8999,4.5389,0.63,4.33,1.1786,0.0272,0.4413,138,28.81065556
13571,26.18,67.2,16.83,4.9218,4.5496,0.62,4.25,1.1775,0.0272,0.4536,137,28.70441111
13572,26.17,67.2,16.83,4.92,4.5626,0.61,4.46,1.1764,0.0271,0.443,136,28.59212222
13573,26.17,67.2,16.83,4.92,4.5622,0.68,4.31,1.1766,0.0272,0.4398,136,28.59175556
13574,26.18,67.2,16.83,4.8984,4.5399,0.67,4.28,1.1773,0.027,0.4426,135,28.47724444
13575,26.18,67.2,16.83,4.9035,4.5424,0.62,4.28,1.1763,0.0271,0.4526,135,28.4791
13576,26.16,67.23,16.83,4.8995,4.5449,0.58,4.19,1.1767,0.0273,0.444,135,28.47915556
13577,26.17,67.2,16.83,4.8979,4.5367,0.58,4.17,1.1766,0.0272,0.449,135,28.47637778
13578,26.18,67.2,16.83,4.905,4.5329,0.6,4.25,1.1779,0.0273,0.4489,135,28.478
13579,26.18,67.2,16.83,4.9079,4.5406,0.67,4.09,1.1782,0.0272,0.445,135,28.47876667
13580,26.18,67.2,16.83,4.883,4.5355,0.63,4.38,1.1791,0.0273,0.453,135,28.47643333
13581,26.16,67.2,16.82,4.9237,4.5367,0.6,4.33,1.1784,0.0272,0.4529,135,28.47765556
13582,26.17,67.23,16.83,4.9202,4.5393,0.62,4.4,1.1792,0.0271,0.4477,135,28.48261111
13583,26.18,67.23,16.84,4.9042,4.5323,0.69,4.34,1.1777,0.0271,0.4398,135,28.48123333
